text,label,source
08714712388 between 10am 7pm cost 10p,phishing,UCI_SMS
are you still playing with gautham,legitimate,UCI_SMS
urgent your mobile number has been awarded a ukp 2000 prize guaranteed call 09061790125 from landline claim 3030 valid 12hrs only 150ppm,phishing,UCI_SMS
hi missed your call and my mumhas beendropping red wine all over theplace what is your adress,legitimate,UCI_SMS
yup i ve finished c there,legitimate,UCI_SMS
22 days to kick off for euro2004 u will be kept up to date with the latest news and results daily to be removed send get txt stop to 83222,phishing,UCI_SMS
urgent the associate and analyst recruiting department will be conducting a number of two hour workshops to review our recruiting and interview process for the fall on campus recruiting effort critical information regarding our on campus interview process revised evaluation forms and program structure will be reviewed during these two hours sessions it is mandatory that all team members attend these workshops all team members must attend in order to articulate and demonstrate the enron recruiting process knowing how busy schedules are we have made arrangements to present these workshops in two hours sessions for a total of 40 workshops that will run during the last week of august through the month of september and end at mid october listed below are the dates location and times for each session please select a date and time and e mail this information to my assistant dolores muzzy we can accommodate 25 participants at a time dolores will take dates and times on a first come first serve basis we have scheduled enough sessions to accommodate every member of both the associate and analyst recruiting teams in order to participate in the recruiting process you must attend one of these sessions we will be tracking participation cpe credits will also be given for attending this workshop schedule dates times location 8 31 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 9 1 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 9 6 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 9 26 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 9 29 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 10 3 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 10 5 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 10 10 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 10 12 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560 10 17 00 8 00 a m 10 00 a m 10 30 a m 12 30 p m 12 45 p m 2 45 p m 3 00 p m 5 00 p m eb560,legitimate,enron
okmail dear dave this is your final notice to collect your 4 tenerife holiday or 5000 cash award call 09061743806 from landline tcs sae box326 cw25wx 150ppm,phishing,UCI_SMS
what u wearing,legitimate,UCI_SMS
takin a shower now but yeah i ll leave when i m done,legitimate,UCI_SMS
dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experience,phishing,UCI_SMS
sms services for your inclusive text credits pls goto www comuk net login unsubscribe with stop no extra charge help 08700469649 po box420 ip4 5we,phishing,UCI_SMS
want explicit sex in 30 secs ring 02073162414 now costs 20p min,phishing,UCI_SMS
message some text missing sender name missing number missing sent date missing missing u a lot thats y everything is missing sent via fullonsms com,legitimate,UCI_SMS
lyricalladie 21 f is inviting you to be her friend reply yes 910 or no 910 see her www sms ac u hmmross stop send stop frnd to 62468,phishing,UCI_SMS
sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 1 50 sp tyrone,phishing,UCI_SMS
my details to ted forwarded by sally beck hou ect on 10 18 2000 10 40 pm enron north america corp from sally beck 10 18 2000 10 20 pm to ted murphy hou ect ect cc subject speaking engagement on october 23 thanks in advance for agreeing to speak at the global operations controller forum there will be approximately 30 enron business controllers present at the meeting all have responsibility for mid and back office operations for the following enron entities enron north america enron europe enron south america enron global markets enron industrial markets enron broadband services and enron energy services attendees will be here from houston calgary tokyo sydney london and new york metals business maybe attached for your reference is the agenda there may be some slight changes before the forum begins but this will give you a good idea of the topics to be covered and the other speakers who will address the group you are scheduled to address the group as follows date monday october 23 2000 time 3 30 pm place the warwick hotel the versailles room 12th floor 5701 main street houston tx 77005 i have noted that your topic will be assessing measuring and managing market risk any references that you could make to the importance of information flow between rac and operations would be great to cover feel free to offer up a challenge to the group i hope that you will be able to join us for the tour of enron field and for dinner at ruggles center field terrace on monday evening the tour is at 6 00 and dinner is at 7 00,legitimate,enron
purity of friendship between two is not about smiling after reading the forwarded message its about smiling just by seeing the name gud evng,legitimate,UCI_SMS
oh ok wat s ur email,legitimate,UCI_SMS
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info www 100percent real com,phishing,UCI_SMS
u r subscribed 2 textcomp 250 wkly comp 1st wk s free question follows subsequent wks charged 150p msg 2 unsubscribe txt stop 2 84128 custcare 08712405020,phishing,UCI_SMS
have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning,legitimate,UCI_SMS
hi there 2nights ur lucky night uve been invited 2 xchat the uks wildest chat txt chat to 86688 now 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,phishing,UCI_SMS
please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,phishing,UCI_SMS
the ets mechanical services compression services and ets mechanical integrity groups have been renamed ets power services to better describe the focus of our business ets power services is responsible for data gathering and predictive maintenance analysis coordination of scheduled unscheduled maintenance outage planning overhaul management inspection we also supply the day to day mechanical expertise for over 700 reciprocating engines gas turbines and compressors throughout the ets system the name ets power services helps to better define our role and the expansion of our business to support other enron entities as well as companies outside enron in the power and natural gas industries please feel free to contact me at 713 646 7624 should you have any questions or if the ets power services group can help support your engine gas turbine or compressor maintenance needs john r keller vice president ets planning power services,legitimate,enron
is she replying has boye changed his phone number,legitimate,UCI_SMS
congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p,phishing,UCI_SMS
here s my resume for your review grant w zimmerman enron broadband services phone 713 853 6210 fax 713 646 8795 sally beck ect 07 21 00 09 34 am to jennifer bratton enron communications enron communications yvan chaxel corp enron enron justin chola corp enron enron shelly friesenhahn enron communications enron communications cheryl ingstad enron development enron development nicole la hou ect ect erwin landivar sa enron enron nicole palczer enron communications enron communications inderpal singh enron development enron development glenn surowiec enron development enron development miguel vasquez hou ect ect jun wang enron communications enron communications laura wente hou ect ect grant zimmerman enron communications enron communications cc subject associates prc meeting we have a new date monday july 24th beginning at 9 00 am i will contact your supervisors after the prc meeting to let them know the final results your supervisor will give your performance review and will be able to summarize the feedback received through the pep system during the review thanks for providing your resumes i will feel more informed during the process,legitimate,enron
hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more info www 100percent real com,phishing,UCI_SMS
do you have a distribution list to send this to all the traders phillip forwarded by phillip k allen hou ect on 04 04 2001 07 11 am to fred lagrasta hou ect ect phillip k allen hou ect ect scott neal hou ect ect james w lewis hou ees ees cc subject ees gas desk happy hour fred phillip scott we are having a happy hour at sambuca this thursday please be our guests and invite anyone on your desks that would be interested in meeting some of the new gas desk team thank you jess,legitimate,enron
he said i look pretty wif long hair wat but i thk he s cutting quite short 4 me leh,legitimate,UCI_SMS
jane babes not goin 2 wrk feel ill after lst nite foned in already cover 4 me chuck,legitimate,UCI_SMS
07732584351 rodger burns msg we tried to call you re your reply to our sms for a free nokia mobile free camcorder please call now 08000930705 for delivery tomorrow,phishing,UCI_SMS
get me out of this dump heap my mom decided to come to lowes boring,legitimate,UCI_SMS
gran onlyfound out afew days ago cusoon honi,legitimate,UCI_SMS
haha awesome be there in a minute,legitimate,UCI_SMS
hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsms com text stop to stopcost 150p 08712400603,phishing,UCI_SMS
private your 2003 account statement for shows 800 un redeemed s i m points call 08719899230 identifier code 41685 expires 07 11 04,phishing,UCI_SMS
someone u know has asked our dating service 2 contact you cant guess who call 09058097189 now all will be revealed pobox 6 ls15hb 150p,phishing,UCI_SMS
by monday next week give me the full gist,legitimate,UCI_SMS
your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16,phishing,UCI_SMS
ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahaveer ee 7 name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde 1 dodda problum nalli siguviri idu matra lt gt true don t neglet,legitimate,UCI_SMS
gent we are trying to contact you last weekends draw shows that you won a 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,phishing,UCI_SMS
attached is the global standards report for 12 27 00 if you have any questions please feel free to contact me at ext 54751 nancy,legitimate,enron
u r a winner u ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710p min 18,phishing,UCI_SMS
download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to 80082 3,phishing,UCI_SMS
dear sally here is where we are on researching the canada issue in a nutshell certain curves which had been there in the past yesterday did not show up today we are still working with canada to determine why either an it problem or human error we will rerun var positions once we get the curves in regards original message from considine keith sent tuesday november 27 2001 1 09 pm to wilson shona subject fw original message from considine keith sent tuesday november 27 2001 10 08 am to reeves kathy gillis brian cc basu nilay victorio tom hayden frank jia winston khanna bharat gillis brian trevino susan hernandez nancy subject fw kathy brian in regards to franks comment below i have a suspicion that the issue may be related to the following curves that are showing up on winston s var error log brian i ve copied you as well since they are gas curves below are the error description followed by the actual portfolios that are missing curves have these curves been loaded description these curves are not in the database this means atleast for last 15 calender days these curves are not loaded into database for example if we get position for curve code ngi socal and risk type code m and in the database there is no curve loaded with the combination of curve code ngi socal and risk type code m var engine will give this error the curves need to be loaded from the source system for example gas curves need to be loaded in erms and all other commodities are loaded into rms database errors can b gd xl gdl portfolio id can b gd xl gdl can t find original curve 23 nov 01 aeco cnd im risk type m curve type code pr and data source erms cand pwr gd g1 portfolio id cand pwr gd g1 can t find original curve 23 nov 01 gd aecocd frwkd risk type m curve type code pr and data source erms cand pwr gd g1 portfolio id cand pwr gd g1 can t find original curve 23 nov 01 gd cgpr aeco av risk type m curve type code pr and data source erms cand pwr gd g1 portfolio id cand pwr gd g1 can t find original curve 23 nov 01 gd cgpr aeco da risk type m curve type code pr and data source erms original message from victorio tom sent tuesday november 27 2001 8 30 am to considine keith subject fw pls check into this original message from hayden frank frank hayden enron com to reeves kathy kathy reeves enron com cc gossett jeffrey c jeffrey c gossett enron com davenport lacrecia lacrecia davenport enron com khanna bharat bharat khanna enron com victorio tom tom victorio enron com sent tue nov 27 08 12 11 2001 subject kathy it doesn t look like the canadian positions didn t hit var last night can you re check also i understand zufferli bot a ton of ng and i thought he was short why is system showing he is long frank eff dt portfolio id commodity cd sumofdelta position 11 23 2001 j zufferli ng 8241559 1328 11 26 2001 j zufferli ng 8568832 813 eff dt portfolio id commodity cd sumofdelta position 11 23 2001 canada pwr bu ng 8298324 949 11 26 2001 canada pwr bu ng 8691997 5495 eff dt portfolio id commodity cd sumofdelta position 11 23 2001 canada pwr gas ng 8298324 949 11 26 2001 canada pwr gas ng 8691997 5495,legitimate,enron
for password renewals only 20 it security controls 01 password security notice 20 passwords the key to maintaining information and system security is the use of 20 well selected and guarded passwords because your password is our first li ne 20 of defense stronger password selection criteria will soon be implemented f or 20 all employees 20 password policy passwords 01 1 must be at least of eight characters in length 20 2 must not contain names userids common english dictionary words and 20 begin or end with a number 3 must contain alphanumeric characters and contain at least one special 20 character no more than fifty percent of the overall password can be in 20 english 4 must not be reused or cyclical 20 5 must be changed every 60 days 6 must not be publicly displayed 7 must not be shared with other users 20 choosing a good password comes down to two things first avoid common 20 everyday words a potential hacker 01 s software will be looking for secon d 20 keep your password simple enough that you can remember it without having t o 20 write it down 20 please keep in mind that the enron code of ethics holds employees responsib le 20 for password security it security controls conducts periodic audits to 20 ensure compliance with company policy 20 for any problems encountered concerning password controls please call your 20 appropriate resolution center available 24hrs day 7 days week,legitimate,enron
tells u 2 call 09066358152 to claim 5000 prize u have 2 enter all ur mobile personal details the prompts careful,phishing,UCI_SMS
we are making progress but we still need 12 additional manager and above interviewers for satrurday s super saturday october 28 please canvas your people again so we finish this weekend off with a bang thanks for all your support,legitimate,enron
collect your valentine s weekend to paris inc flight hotel 200 prize guaranteed text paris to no 69101 www rtf sphosting com,phishing,UCI_SMS
cthen i thk shd b enuff still got conclusion n contents pg n references i ll b doing da contents pg n cover pg,legitimate,UCI_SMS
this message is brought to you by gmw ltd and is not connected to the,phishing,UCI_SMS
thanks for your homework on this we will definitely take a look at these two places next week while we are in london let us know what we need to do to schedule this i look forward to meeting you one of your earlier messages suggested meeting on monday morning monday is great but we would have to make that an afternoon meeting brent and i will be on the flight that leaves houston at 7 00 pm on sunday evening arriving at gatwick around 10 00 am by the time we clear customs take the train check in to the hotel and shower we will not be in the office before 12 30 or 1 00 do you have a time available to meet with us that afternoon thanks sally tara rozen 03 13 2000 04 24 am to brent a price hou ect ect sally beck hou ect ect cc jane allen hou ect ect subject accommodation brent sally i have two options available below i have not seen these apartments however so would recommend that you both have a look when you arrive next week please let me know if you find these suitable neither of them are located in south kensington or chelsea but i think you will find that kensington and marylebone are also very nice close to parks and high streets etc also is fernley the person from whom i should seek approval for costs of accommodation and per diems or is houston picking up these charges kensington high street we have a block of apartments here that offer accommodation of a high standard they will have a newly refubished spacious flat free with 3 bathrooms 24 hour porterage mon fri maid service and an underground car parking space included please however note that this flat will not be free until the 03rd or 04th of april or baker street w1 spacious 3 bedroom flat in porteraged block close to the station this flat has been newly decorated and re carpeted throughout one double bedroom with bathroom ensuite and 2 bedrooms with 2 single beds in each fully equipped kitchen and comfortable lounge regards tara,legitimate,enron
sms ac sptv the new jersey devils and the detroit red wings play ice hockey correct or incorrect end reply end sptv,phishing,UCI_SMS
what do u want for xmas how about 100 free text messages a new video phone with half price line rental call free now on 0800 0721072 to find out more,phishing,UCI_SMS
123 congratulations in this week s competition draw u have won the 1450 prize to claim just call 09050002311 b4280703 t cs stop sms 08718727868 over 18 only 150ppm,phishing,UCI_SMS
lol that s different i don t go trying to find every real life photo you ever took,legitimate,UCI_SMS
for sale arsenal dartboard good condition but no doubles or trebles,phishing,UCI_SMS
huh so fast dat means u havent finished painting,legitimate,UCI_SMS
for me the love should start with attraction i should feel that i need her every time around me she should be the first thing which comes in my thoughts i would start the day and end it with her she should be there every time i dream love will be then when my every breath has her name my life should happen around her my life will be named to her i would cry for her will give all my happiness and take all her sorrows i will be ready to fight with anyone for her i will be in love when i will be doing the craziest things for her love will be when i don t have to proove anyone that my girl is the most beautiful lady on the whole planet i will always be singing praises for her love will be when i start up making chicken curry and end up makiing sambar life will be the most beautiful then will get every morning and thank god for the day because she is with me i would like to say a lot will tell later,legitimate,UCI_SMS
george keith and i are reviewing your proposal we will send you a response by this evening phillip,legitimate,enron
see the forwarding message for proof,legitimate,UCI_SMS
camera you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days,phishing,UCI_SMS
you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hg suite342 2lands row w1jhl 16,phishing,UCI_SMS
congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid your mates play java games dload polyph music noline rentl,phishing,UCI_SMS
teach me apps da when you come to college,legitimate,UCI_SMS
jeff i understand you spoke to jacques craig about the consent and assignment documents maybe the attorneys can work this out faster than we have i spoke to the city this morning and the final bills are to be mailed out today so i should have an amount on wednesday i will email and fax the amount and the supporting bills as soon as possible maybe we can close out the release this week and consent to the assignment pending 1st lien holder approval i have a favor to ask you i received the check from pauline that was due may 20th however i have misplaced it can you ask her to put a stop on her 1st check and send me another net of any costs for the stop payment if you would prefer for me to call her myself i will it seems that communicating through you is working well thanks for all your help phillip,legitimate,enron
update now xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt on orange call mobileupd8 on 08000839402 or call2optout f4q,phishing,UCI_SMS
o well uv causes mutations sunscreen is like essential thesedays,legitimate,UCI_SMS
u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 1 50 per msg recd cust care 07821230901,phishing,UCI_SMS
just finished eating got u a plate not leftovers this time,legitimate,UCI_SMS
or i guess lt gt min,legitimate,UCI_SMS
this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 087187272008 now1 only 10p per minute bt national rate,phishing,UCI_SMS
id onluy matters when getting on from offcampus,legitimate,UCI_SMS
at 7 we will go ok na,legitimate,UCI_SMS
how are you wish you a great semester,legitimate,UCI_SMS
free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk,phishing,UCI_SMS
baaaaabe i misss youuuuu where are you i have to go and teach my class at 5,legitimate,UCI_SMS
hi this is amy we will be sending you a free phone number in a couple of days which will give you an access to all the adult parties,phishing,UCI_SMS
hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,phishing,UCI_SMS
wat doing now,legitimate,UCI_SMS
wamma get laid want real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to 69696 now nyt ec2a 3lp 1 50 msg,phishing,UCI_SMS
5 nights we nt staying at port step liao too ex,legitimate,UCI_SMS
armand says get your ass over to epsilon,legitimate,UCI_SMS
your board is working fine the issue of overheating is also reslove but still software inst is pending i will come around 8 o clock,legitimate,UCI_SMS
have you got xmas radio times if not i will get it now,legitimate,UCI_SMS
sally attached you will find a list of ut austin graduates at enron including their degree earned patti had conveyed to me last week that you were interested in such a report i hope it helps and look forward to meeting with rick mark and yourself soon lexi,legitimate,enron
want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uk s largest dogging network by txting moan to 69888nyt ec2a 31p msg 150p,phishing,UCI_SMS
sally i hope you remember me i took the pictures of our sons at enron day at astroworld last year i started working with your group after placing some calls and making contact with your hr and other managers i wanted to make sure that my two recent presentations got the exposure they needed re accounting director positions in gas i work with toni graham in hr i know she gets very busy she is an excellent representative of enron and very much the professional she has emails of these two candidates i will be sending you they have excellent gas experiences in the financial arenas please review the resume of jonathan d proctor for the accounting director position he has an extensive history and understanding of the gas accounting industry his qualifications are cpa bs accounting over 17 years oil gas accounting experience recent big 5 experience with e y energy services as business risk advisory services i a mid back office accounting development supervision experience excellent operational accounting manager experience primarily gas excellent communication skills thanks mike e michael spartalis cpa cpc ml r personnel solutions 281 782 3411 cell mspartalis aol com temp proctor john 0401 rev doc,legitimate,enron
important information 4 orange user 0796xxxxxx today is ur lucky day 2 find out why log onto there s a fantastic prizeawaiting you,phishing,UCI_SMS
2p per min to call germany 08448350055 from your bt line just 2p per min check planettalkinstant com for info t s c s text stop to opt out,phishing,UCI_SMS
someone has conacted our dating service and entered your phone because they fancy you to find out who it is call from landline 09111030116 pobox12n146tf15,phishing,UCI_SMS
you have 1 new message please call 08712400200,phishing,UCI_SMS
approved pls process thanks sally beck forwarded by sally beck hou ect on 12 17 99 08 18 am enron north america corp from lynn tippery 12 15 99 04 23 pm to sally beck hou ect ect cc gretel smith hou ect ect d todd hall hou ect ect subject t hall final 1999 exp rpt hi sally would you pls review approve and forward the attached expense report to expense report i will put the back up in mail to a p the flame on the msg is because this is the last day to get in 1999 expenses to acctg thank you lynn,legitimate,enron
hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls 1 minmobsmorelkpobox177hp51fl,phishing,UCI_SMS
i will reach ur home in lt gt minutes,legitimate,UCI_SMS
freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop,phishing,UCI_SMS
erm i thought the contract ran out the4th of october,legitimate,UCI_SMS
attached are my accomplishments for this review period,legitimate,enron
natalja 25 f is inviting you to be her friend reply yes 440 or no 440 see her www sms ac u nat27081980 stop send stop frnd to 62468,phishing,UCI_SMS
this note is authorization to make the following changes 1 set up a new book for frank ermis nw basis 2 route these products to nw basis nwpl rkymtn malin pg e citygate 3 route epng permian to todd richardson s book ft new texas call with questions x37041 thank you phillip allen,legitimate,enron
you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087123002209am 7pm cost 10p,phishing,UCI_SMS
dunno lei he neva say,legitimate,UCI_SMS
u are subscribed to the best mobile content service in the uk for 3 per ten days until you send stop to 83435 helpline 08706091795,phishing,UCI_SMS
no worries hope photo shoot went well have a spiffing fun at workage,legitimate,UCI_SMS
private your 2003 account statement for shows 800 un redeemed s i m points call 08715203694 identifier code 40533 expires 31 10 04,phishing,UCI_SMS
check out choose your babe videos sms shsex netun fgkslpopw fgkslpo,phishing,UCI_SMS
hello drivby 0quit edrunk sorry iff pthis makes no senrd dnot no how dancce 2 drum n basq ihave fun 2nhite x ros xxxxxxx,legitimate,UCI_SMS
urgent ur awarded a complimentary trip to eurodisinc trav aco entry41 or 1000 to claim txt dis to 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj,phishing,UCI_SMS
getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry,legitimate,UCI_SMS
your free ringtone is waiting to be collected simply text the password mix to 85069 to verify get usher and britney fml po box 5249 mk17 92h 450ppw 16,phishing,UCI_SMS
sms auction you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hg suite342 2lands row w1jhl 16,phishing,UCI_SMS
helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,legitimate,UCI_SMS
i m in a movie call me 4 wat,legitimate,UCI_SMS
urgent important information for 02 user today is your lucky day 2 find out why log onto there is a fantastic surprise awaiting you,phishing,UCI_SMS
orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9996 offer ends 14thmarch t c s apply opt out availa,phishing,UCI_SMS
urgent please call 09061213237 from a landline 5000 cash or a 4 holiday await collection t cs sae po box 177 m227xy 16,phishing,UCI_SMS
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www phb1 com ph 08700435505150p,phishing,UCI_SMS
network operator the service is free for t c s visit 80488 biz,phishing,UCI_SMS
brenda can you send me your address in college station phillip,legitimate,enron
moby pub quiz win a 100 high street prize if u know who the new duchess of cornwall will be txt her first name to 82277 unsub stop 1 50 008704050406 sp,phishing,UCI_SMS
urgent we are trying to contact u todays draw shows that you have won a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only,phishing,UCI_SMS
we re all getting worried over here derek and taylor have already assumed the worst,legitimate,UCI_SMS
dear i have reache room,legitimate,UCI_SMS
lol ok i ll snatch her purse too,legitimate,UCI_SMS
we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply of call 08000930705 now,phishing,UCI_SMS
cashbin co uk get lots of cash this weekend www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away these,phishing,UCI_SMS
you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18p txt,phishing,UCI_SMS
chk in ur belovd ms dict,legitimate,UCI_SMS
princess i like to make love lt gt times per night hope thats not a problem,legitimate,UCI_SMS
joy s father is john then john is the of joy s father if u ans ths you hav lt gt iq tis s ias question try to answer,legitimate,UCI_SMS
where r we meeting,legitimate,UCI_SMS
sally below is a draft of the official organization announcement that will address brent and his team i was unable to get this out earlier and am ready upon your review please examine the brent section and make sure that it is correct and stated properly please send your comments back asap and i ll get this out thanks mike draft after having conducted our first of several business reviews we d like to outline the following organizational changes effective immediately the global risk markets group under jere overdyke illustrates enormous opportunities given the size of those businesses to better focus on the different commercial functions and to capture market share and value the group is being realigned jere will continue to manage global risk markets and build on our insurance capabilities mark tawney is responsible for our weather business and will now report to the egm office of the chairman still under consideration the enron corporate insurance group under jim bouillion will now report into the corporate organization under george wasaff brent price will be joining enron global markets as vice president and chief accounting officer he will report to the egm office of the chairman and to rick causey executive vice president and chief accounting officer for enron corp he will be responsible to sally beck for the business operations areas of the businesses reporting to brent in his new position will be sheila glover business controller for financial products todd hall business controller for weather and scott earnest business controller for global liquids and coal in addition tom myers as director of accounting brent and his team are responsible for all accounting and position reporting issues for all the businesses within egm cindy skinner will join the enron global markets team with responsibility for human resources she will also report to david oxley and the hr organization please join us in congratulating everyone in their assignments,legitimate,enron
house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,legitimate,UCI_SMS
u 447801259231 have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094597,phishing,UCI_SMS
u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08,phishing,UCI_SMS
you aren t coming home between class right i need to work out and shower,legitimate,UCI_SMS
urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,phishing,UCI_SMS
do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,phishing,UCI_SMS
free message activate your 500 free text messages by replying to this message with the word free for terms conditions visit www 07781482378 com,phishing,UCI_SMS
december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906,phishing,UCI_SMS
you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on,phishing,UCI_SMS
life has never been this much fun and great until you came in you made it truly special for me i won t forget you enjoy one gbp sms,phishing,UCI_SMS
i would like to have my directors and senior directors take this course there is just one course date noted in the attachment in may will there be other dates during the year i can t have everyone go at the same time i would like to get the list of dates in 2001 and then send a memo to directors and senior directors requiring them to attend one of the sessions can you also get me a list of the director and senior directors that i have in eim egm and ea will this course also be offered in london for directors sally from hector mcloughlin enron enronxgate on 03 30 2001 10 15 am to sally beck hou ect ect cc subject fw director level impact and influence sally we can offer the director level impact and influence course to all of your directors as part of a pilot program i wanted to know if you want me to forward this offer to them please let me know hgm,legitimate,enron
forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min,phishing,UCI_SMS
you have won a guaranteed 32000 award or maybe even 1000 cash to claim ur award call free on 0800 18 its a legitimat efreefone number wat do u think,phishing,UCI_SMS
hello darlin ive finished college now so txt me when u finish if u can love kate xxx,legitimate,UCI_SMS
txt call to no 86888 claim your reward of 3 hours talk time to use from your phone now subscribe6gbp mnth inc 3hrs 16 stop txtstop www gamb tv,phishing,UCI_SMS
oi when you gonna ring,legitimate,UCI_SMS
88800 and 89034 are premium phone services call 08718711108,phishing,UCI_SMS
phillip i am waiting to get info on two more properties in san antonio the broker will be faxing info on monday one is 74 units for 1 900 000 and the other is 24 units for 550 000 also i have mailed you info on three other properties in addition to the 100 unit property that i faxed this am let me know if you have any questions jeff smith the smith company 9400 circle drive austin tx 78736 512 394 0908 office 512 394 0913 fax 512 751 9728 mobile jsmith austintx com,legitimate,enron
urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790126 from land line claim 3030 valid 12hrs only 150ppm,phishing,UCI_SMS
was it something u ate,legitimate,UCI_SMS
thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994,phishing,UCI_SMS
dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680 when booking quote 1st class x 2,phishing,UCI_SMS
guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394973 from landline datebox1282essexcm61xn 150p min 18,phishing,UCI_SMS
you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386,phishing,UCI_SMS
